	drug	cell line	time point	count
3266	BRD-K64024097	PC3	6	8
3267	BRD-K64034190	VCAP	24	6
3268	BRD-K64034190	VCAP	6	2
3269	BRD-K64062072	A375	24	2
3270	BRD-K64062072	A549	24	2
3271	BRD-K64062072	HT29	24	2
3272	BRD-K64062072	MCF7	24	2
3273	BRD-K64062072	PC3	24	2
3274	BRD-K64099269	MCF7	24	2
3275	BRD-K64099269	PC3	24	3
3276	BRD-K64099269	PC3	6	2
3277	BRD-K64099269	VCAP	24	3
3278	BRD-K64099269	VCAP	6	3
3279	BRD-K64106162	A375	24	6
3280	BRD-K64106162	A549	24	6
3281	BRD-K64106162	HA1E	24	6
3282	BRD-K64106162	HCC515	24	6
3283	BRD-K64106162	HEPG2	24	6
3284	BRD-K64106162	HT29	24	6
3285	BRD-K64106162	MCF7	24	6
3286	BRD-K64106162	PC3	24	6
3287	BRD-K64272762	A375	24	2
3288	BRD-K64272762	A549	24	2
3289	BRD-K64272762	HT29	24	2
3290	BRD-K64272762	MCF7	24	2
3291	BRD-K64272762	PC3	24	2
3292	BRD-K64523453	MCF7	24	2
3293	BRD-K64523453	PC3	24	2
3294	BRD-K64609558	PC3	24	2
3295	BRD-K64615396	VCAP	24	5
3296	BRD-K64665684	MCF7	24	4
3297	BRD-K64665684	MCF7	6	4
3298	BRD-K64864583	A375	24	2
3299	BRD-K64864583	HT29	24	2
3300	BRD-K64877338	CD34	24	4
3301	BRD-K64877338	CD34	6	4
3302	BRD-K64877338	HL60	24	4
3303	BRD-K64877338	HL60	6	4
3304	BRD-K64877338	PC3	6	4
3305	BRD-K64877338	U937	24	4
3306	BRD-K64877338	U937	6	4
3307	BRD-K65037509	PC3	24	2
3308	BRD-K65037509	VCAP	24	2
3309	BRD-K65037509	VCAP	6	2
3310	BRD-K65085267	A375	24	2
3311	BRD-K65085267	A549	24	2
3312	BRD-K65085267	PC3	24	2
3313	BRD-K65148580	A375	24	2
3314	BRD-K65148580	A549	24	2
3315	BRD-K65148580	HT29	24	2
3316	BRD-K65148580	MCF7	24	2
3317	BRD-K65148580	PC3	24	2
3318	BRD-K65200617	VCAP	24	5
3319	BRD-K65200617	VCAP	6	3
3320	BRD-K65373229	A375	24	2
3321	BRD-K65373229	A549	24	2
3322	BRD-K65373229	HT29	24	2
3323	BRD-K65404805	A549	24	2
3324	BRD-K65404805	MCF7	24	2
3325	BRD-K65404805	PC3	24	2
3326	BRD-K65404805	VCAP	24	2
3327	BRD-K65404805	VCAP	6	2
3328	BRD-K65426421	A549	24	2
3329	BRD-K65426421	HT29	24	2
3330	BRD-K65426421	MCF7	24	2
3331	BRD-K65514600	MCF7	24	4
3332	BRD-K65514600	MCF7	6	4
3333	BRD-K65526065	A375	24	2
3334	BRD-K65526065	A549	24	2
3335	BRD-K65526065	HT29	24	2
3336	BRD-K65526065	MCF7	24	2
3337	BRD-K65526065	PC3	24	2
3338	BRD-K65567503	VCAP	24	5
3339	BRD-K65657366	A375	24	2
3340	BRD-K65657366	A549	24	2
3341	BRD-K65968843	VCAP	24	2
3342	BRD-K65968843	VCAP	6	2
3343	BRD-K65968856	A375	24	2
3344	BRD-K65968856	A549	24	2
3345	BRD-K65971331	CD34	24	4
3346	BRD-K65971331	CD34	6	4
3347	BRD-K65971331	HL60	24	4
3348	BRD-K65971331	HL60	6	4
3349	BRD-K65971331	PC3	6	4
3350	BRD-K65971331	U937	24	4
3351	BRD-K65971331	U937	6	4
3352	BRD-K65997856	HEPG2	24	2
3353	BRD-K65997856	HEPG2	6	2
3354	BRD-K65997856	HUH7	24	2
3355	BRD-K65997856	HUH7	6	2
3356	BRD-K65997856	PHH	24	2
3357	BRD-K65997856	PHH	6	2
3358	BRD-K66383562	HEPG2	24	2
3359	BRD-K66383562	HEPG2	6	2
3360	BRD-K66383562	HUH7	24	2
3361	BRD-K66383562	HUH7	6	2
3362	BRD-K66383562	PHH	24	2
3363	BRD-K66383562	PHH	6	2
3364	BRD-K66658536	A375	24	2
3365	BRD-K66658536	A549	24	2
3366	BRD-K66658536	HT29	24	2
3367	BRD-K66658536	MCF7	24	2
3368	BRD-K66658536	PC3	24	2
3369	BRD-K66775134	A375	24	2
3370	BRD-K66775134	A549	24	2
3371	BRD-K66805710	VCAP	24	2
3372	BRD-K66805710	VCAP	6	2
3373	BRD-K67236726	VCAP	24	2
3374	BRD-K67236726	VCAP	6	2
3375	BRD-K67236950	A375	24	2
3376	BRD-K67236950	A549	24	2
3377	BRD-K67236950	HT29	24	2
3378	BRD-K67498554	A375	24	2
3379	BRD-K67498554	A549	24	2
3380	BRD-K67498554	HT29	24	2
3381	BRD-K67498554	MCF7	24	2
3382	BRD-K67498554	PC3	24	2
3383	BRD-K67514995	A549	24	2
3384	BRD-K67514995	HT29	24	2
3385	BRD-K67526586	VCAP	24	5
3386	BRD-K67774729	A375	24	7
3387	BRD-K67774729	A549	24	7
3388	BRD-K67774729	HA1E	24	6
3389	BRD-K67774729	HCC515	24	6
3390	BRD-K67774729	HEPG2	24	8
3391	BRD-K67774729	HEPG2	6	2
3392	BRD-K67774729	HT29	24	6
3393	BRD-K67774729	HUH7	24	2
3394	BRD-K67774729	HUH7	6	2
3395	BRD-K67774729	MCF7	24	6
3396	BRD-K67774729	PC3	24	6
3397	BRD-K67774729	PHH	24	2
3398	BRD-K67774729	PHH	6	2
3399	BRD-K67787765	A375	24	2
3400	BRD-K67787765	A549	24	2
3401	BRD-K67787765	HT29	24	2
3402	BRD-K67787765	MCF7	24	2
3403	BRD-K67787765	PC3	24	2
3404	BRD-K68097207	A375	24	2
3405	BRD-K68097207	A549	24	2
3406	BRD-K68097207	HT29	24	2
3407	BRD-K68097207	MCF7	24	2
3408	BRD-K68097207	PC3	24	2
3409	BRD-K68190084	A375	24	2
3410	BRD-K68190084	A549	24	2
3411	BRD-K68190084	HT29	24	2
3412	BRD-K68190084	MCF7	24	2
3413	BRD-K68190084	PC3	24	2
3414	BRD-K68211814	PC3	24	2
3415	BRD-K68211814	VCAP	24	5
3416	BRD-K68223173	PC3	24	2
3417	BRD-K68253248	A375	24	2
3418	BRD-K68253248	A549	24	2
3419	BRD-K68253248	HT29	24	2
3420	BRD-K68253248	MCF7	24	2
3421	BRD-K68253248	PC3	24	2
3422	BRD-K68319707	A375	24	2
3423	BRD-K68319707	A549	24	2
3424	BRD-K68319707	HT29	24	2
3425	BRD-K68319707	MCF7	24	2
3426	BRD-K68319707	PC3	24	2
3427	BRD-K68326515	A375	24	2
3428	BRD-K68326515	A549	24	2
3429	BRD-K68326515	HT29	24	2
3430	BRD-K68326515	MCF7	24	2
3431	BRD-K68326515	PC3	24	2
3432	BRD-K68682056	A375	24	2
3433	BRD-K68682056	A549	24	2
3434	BRD-K68866125	HEPG2	24	2
3435	BRD-K68866125	HEPG2	6	2
3436	BRD-K68866125	HUH7	24	2
3437	BRD-K68866125	HUH7	6	2
3438	BRD-K68866125	PHH	24	2
3439	BRD-K68866125	PHH	6	2
3440	BRD-K68971353	VCAP	24	5
3441	BRD-K69040870	HT29	24	2
3442	BRD-K69040870	MCF7	24	2
3443	BRD-K69040870	PC3	24	2
3444	BRD-K69075782	HT29	24	2
3445	BRD-K69075782	MCF7	24	2
3446	BRD-K69075782	PC3	24	2
3447	BRD-K69096174	HEPG2	24	2
3448	BRD-K69096174	HEPG2	6	2
3449	BRD-K69096174	HUH7	24	2
3450	BRD-K69096174	HUH7	6	2
3451	BRD-K69096174	PHH	24	2
3452	BRD-K69096174	PHH	6	2
3453	BRD-K69218883	A549	24	2
3454	BRD-K69218883	HT29	24	2
3455	BRD-K69218883	MCF7	24	2
3456	BRD-K69218883	PC3	24	2
3457	BRD-K69236395	VCAP	24	5
3458	BRD-K69295800	A549	24	2
3459	BRD-K69295800	HT29	24	2
3460	BRD-K69295800	MCF7	24	2
3461	BRD-K69295800	PC3	24	2
3462	BRD-K69347381	PC3	24	2
3463	BRD-K69347381	PC3	6	2
3464	BRD-K69347381	VCAP	24	2
3465	BRD-K69347381	VCAP	6	2
3466	BRD-K69500068	A375	24	2
3467	BRD-K69500068	A549	24	2
3468	BRD-K69500068	HT29	24	2
3469	BRD-K69500068	MCF7	24	2
3470	BRD-K69500068	PC3	24	2
3471	BRD-K69548259	A375	24	2
3472	BRD-K69548259	A549	24	2
3473	BRD-K69672023	VCAP	24	4
3474	BRD-K69705756	A375	24	2
3475	BRD-K69705756	A549	24	2
3476	BRD-K69705756	HT29	24	2
3477	BRD-K69760878	A549	24	2
3478	BRD-K69760878	HT29	24	2
3479	BRD-K69760878	MCF7	24	2
3480	BRD-K69760878	PC3	24	2
3481	BRD-K69791739	A549	24	2
3482	BRD-K69791739	HT29	24	2
3483	BRD-K69791739	MCF7	24	2
3484	BRD-K69791739	PC3	24	2
3485	BRD-K69827766	VCAP	24	2
3486	BRD-K69827766	VCAP	6	2
3487	BRD-K69892607	VCAP	24	6
3488	BRD-K69892607	VCAP	6	2
3489	BRD-K69894866	HT29	24	2
3490	BRD-K69894866	MCF7	24	2
3491	BRD-K69894866	PC3	24	2
3492	BRD-K70074151	A375	24	2
3493	BRD-K70074151	A549	24	2
3494	BRD-K70074151	HT29	24	2
3495	BRD-K70165037	PC3	24	2
3496	BRD-K70200040	A375	24	2
3497	BRD-K70200040	A549	24	2
3498	BRD-K70345064	A549	24	2
3499	BRD-K70399291	VCAP	24	2
3500	BRD-K70399291	VCAP	6	2
3501	BRD-K70595525	MCF7	24	4
3502	BRD-K70595525	MCF7	6	4
3503	BRD-K70638773	PC3	24	2
3504	BRD-K70638773	VCAP	24	2
3505	BRD-K70638773	VCAP	6	2
3506	BRD-K70669970	A375	24	2
3507	BRD-K70669970	A549	24	2
3508	BRD-K70669970	HT29	24	2
3509	BRD-K70669970	MCF7	24	2
3510	BRD-K70669970	PC3	24	2
3511	BRD-K70697816	A375	24	2
3512	BRD-K70697816	A549	24	2
3513	BRD-K70697816	HT29	24	2
3514	BRD-K70697816	MCF7	24	2
3515	BRD-K70697816	PC3	24	2
3516	BRD-K70711508	A375	24	2
3517	BRD-K70711508	A549	24	2
3518	BRD-K70711508	HT29	24	2
3519	BRD-K70711508	MCF7	24	2
3520	BRD-K70711508	PC3	24	2
3521	BRD-K70875408	A375	24	2
3522	BRD-K70875408	A549	24	2
3523	BRD-K70875408	HT29	24	2
3524	BRD-K70875408	MCF7	24	2
3525	BRD-K70880645	VCAP	24	5
3526	BRD-K70900504	A375	24	2
3527	BRD-K70900504	A549	24	2
3528	BRD-K70900504	HT29	24	2
3529	BRD-K70900504	MCF7	24	2
3530	BRD-K70900504	PC3	24	2
3531	BRD-K70918484	A375	24	2
3532	BRD-K70918484	A549	24	2
3533	BRD-K70918484	HT29	24	2
3534	BRD-K70983703	A375	24	2
3535	BRD-K70983703	HT29	24	2
3536	BRD-K71004332	VCAP	24	2
3537	BRD-K71004332	VCAP	6	2
3538	BRD-K71059148	VCAP	24	5
3539	BRD-K71151012	A375	24	2
3540	BRD-K71151012	A549	24	2
3541	BRD-K71151012	HT29	24	2
3542	BRD-K71240454	VCAP	24	2
3543	BRD-K71240454	VCAP	6	2
3544	BRD-K71303366	MCF7	24	5
3545	BRD-K71303366	MCF7	6	5
3546	BRD-K71328603	VCAP	24	5
3547	BRD-K71387353	A375	24	2
3548	BRD-K71387353	A549	24	2
3549	BRD-K71387353	HT29	24	2
3550	BRD-K71424888	PC3	24	2
3551	BRD-K71424888	VCAP	24	5
3552	BRD-K71452159	PC3	24	2
3553	BRD-K71498541	A549	24	2
3554	BRD-K71498541	HT29	24	2
3555	BRD-K71498541	MCF7	24	2
3556	BRD-K71498541	PC3	24	2
3557	BRD-K71552321	VCAP	24	6
3558	BRD-K71552321	VCAP	6	2
3559	BRD-K71701252	HEPG2	24	2
3560	BRD-K71701252	HEPG2	6	2
3561	BRD-K71701252	HUH7	24	2
3562	BRD-K71701252	HUH7	6	2
3563	BRD-K71701252	PHH	24	2
3564	BRD-K71701252	PHH	6	2
3565	BRD-K71714567	MCF7	24	4
3566	BRD-K71714567	MCF7	6	4
3567	BRD-K71726959	A375	6	2
3568	BRD-K71726959	A549	24	2
3569	BRD-K71726959	A549	6	2
3570	BRD-K71726959	HA1E	24	2
3571	BRD-K71726959	HA1E	6	2
3572	BRD-K71726959	HCC515	24	2
3573	BRD-K71726959	HCC515	6	2
3574	BRD-K71726959	HEPG2	6	2
3575	BRD-K71726959	HT29	6	2
3576	BRD-K71726959	MCF7	24	2
3577	BRD-K71726959	MCF7	6	2
3578	BRD-K71726959	PC3	24	2
3579	BRD-K71726959	PC3	6	2
3580	BRD-K71726959	VCAP	24	2
3581	BRD-K71726959	VCAP	6	2
3582	BRD-K71742078	A549	24	2
3583	BRD-K71742078	HT29	24	2
3584	BRD-K71742078	MCF7	24	2
3585	BRD-K71742078	PC3	24	2
3586	BRD-K71855503	VCAP	24	5
3587	BRD-K72267874	A375	24	2
3588	BRD-K72267874	A549	24	2
3589	BRD-K72267874	MCF7	24	2
3590	BRD-K72267874	PC3	24	2
3591	BRD-K72343629	A375	24	2
3592	BRD-K72343629	A549	24	2
3593	BRD-K72343629	HT29	24	2
3594	BRD-K72343629	MCF7	24	2
3595	BRD-K72343629	PC3	24	2
3596	BRD-K72354054	A549	24	2
3597	BRD-K72354054	HT29	24	2
3598	BRD-K72382350	PC3	24	9
3599	BRD-K72382350	PC3	6	9
3600	BRD-K72382350	VCAP	24	14
3601	BRD-K72382350	VCAP	6	10
3602	BRD-K72462994	VCAP	24	2
3603	BRD-K72462994	VCAP	6	2
3604	BRD-K72539944	VCAP	24	5
3605	BRD-K72561299	VCAP	6	3
3606	BRD-K72620090	A375	24	2
3607	BRD-K72620090	A549	24	2
3608	BRD-K72766058	VCAP	24	2
3609	BRD-K72766058	VCAP	6	2
3610	BRD-K72913953	PC3	24	2
3611	BRD-K72913953	VCAP	24	2
3612	BRD-K72913953	VCAP	6	2
3613	BRD-K73008154	A375	24	2
3614	BRD-K73008154	A549	24	2
3615	BRD-K73008154	HT29	24	2
3616	BRD-K73008154	MCF7	24	2
3617	BRD-K73008154	PC3	24	2
3618	BRD-K73276569	HT29	24	2
3619	BRD-K73276569	MCF7	24	2
3620	BRD-K73276569	PC3	24	2
3621	BRD-K73281599	MCF7	24	4
3622	BRD-K73281599	MCF7	6	4
3623	BRD-K73400194	A375	24	2
3624	BRD-K73400194	A549	24	2
3625	BRD-K73434853	VCAP	24	5
3626	BRD-K73517272	A375	24	2
3627	BRD-K73517272	A549	24	2
3628	BRD-K73517272	HT29	24	2
3629	BRD-K73517272	MCF7	24	2
3630	BRD-K73517272	PC3	24	2
3631	BRD-K73602693	MCF7	24	4
3632	BRD-K73602693	MCF7	6	4
3633	BRD-K73876582	A375	24	2
3634	BRD-K73876582	HT29	24	2
3635	BRD-K74046820	A375	24	2
3636	BRD-K74046820	A549	24	2
3637	BRD-K74046820	HT29	24	2
3638	BRD-K74046820	MCF7	24	2
3639	BRD-K74046820	PC3	24	2
3640	BRD-K74085580	A375	24	2
3641	BRD-K74085580	A549	24	2
3642	BRD-K74085580	HT29	24	2
3643	BRD-K74085580	MCF7	24	2
3644	BRD-K74085580	PC3	24	2
3645	BRD-K74176882	CD34	24	4
3646	BRD-K74176882	CD34	6	4
3647	BRD-K74176882	HL60	24	4
3648	BRD-K74176882	HL60	6	4
3649	BRD-K74176882	PC3	6	4
3650	BRD-K74176882	U937	24	4
3651	BRD-K74176882	U937	6	4
3652	BRD-K74228917	HEPG2	24	2
3653	BRD-K74228917	HEPG2	6	2
3654	BRD-K74228917	HUH7	24	2
3655	BRD-K74228917	HUH7	6	2
3656	BRD-K74228917	PHH	24	2
3657	BRD-K74228917	PHH	6	2
3658	BRD-K74271701	MCF7	24	2
3659	BRD-K74271701	PC3	24	2
3660	BRD-K74271701	VCAP	24	2
3661	BRD-K74271701	VCAP	6	2
3662	BRD-K74316684	HT29	24	2
3663	BRD-K74316684	MCF7	24	2
3664	BRD-K74316684	PC3	24	2
3665	BRD-K74318028	A375	24	2
3666	BRD-K74318028	A549	24	2
3667	BRD-K74436011	A375	24	2
3668	BRD-K74436011	A549	24	2
3669	BRD-K74436011	HT29	24	2
3670	BRD-K74436011	MCF7	24	2
3671	BRD-K74436011	PC3	24	2
3672	BRD-K74446951	A375	24	2
3673	BRD-K74446951	A549	24	2
3674	BRD-K74446951	HT29	24	2
3675	BRD-K74446951	MCF7	24	2
3676	BRD-K74446951	PC3	24	2
3677	BRD-K74461819	A375	24	2
3678	BRD-K74461819	A549	24	2
3679	BRD-K74461819	HT29	24	2
3680	BRD-K74461819	MCF7	24	2
3681	BRD-K74461819	PC3	24	2
3682	BRD-K74489738	MCF7	24	4
3683	BRD-K74489738	MCF7	6	4
3684	BRD-K74548617	HEPG2	24	2
3685	BRD-K74548617	HEPG2	6	2
3686	BRD-K74548617	HUH7	24	2
3687	BRD-K74548617	HUH7	6	2
3688	BRD-K74548617	PHH	24	2
3689	BRD-K74548617	PHH	6	2
3690	BRD-K74566474	VCAP	24	2
3691	BRD-K74647590	VCAP	24	5
3692	BRD-K74659851	VCAP	24	2
3693	BRD-K74659851	VCAP	6	2
3694	BRD-K74728819	PC3	24	2
3695	BRD-K74728819	VCAP	24	5
3696	BRD-K74842589	VCAP	24	5
3697	BRD-K74868206	MCF7	24	4
3698	BRD-K74868206	MCF7	6	4
3699	BRD-K74951051	A375	24	2
3700	BRD-K74951051	A549	24	2
3701	BRD-K74951051	HT29	24	2
3702	BRD-K74965436	PC3	24	2
3703	BRD-K74965436	VCAP	24	2
3704	BRD-K74965436	VCAP	6	2
3705	BRD-K75035820	A375	24	2
3706	BRD-K75035820	A549	24	2
3707	BRD-K75035820	HT29	24	2
3708	BRD-K75035820	MCF7	24	2
3709	BRD-K75035820	PC3	24	2
3710	BRD-K75035820	VCAP	24	2
3711	BRD-K75065443	VCAP	24	5
3712	BRD-K75264577	HT29	24	2
3713	BRD-K75264577	MCF7	24	2
3714	BRD-K75264577	PC3	24	2
3715	BRD-K75418563	HEPG2	24	2
3716	BRD-K75418563	HEPG2	6	2
3717	BRD-K75418563	HUH7	24	2
3718	BRD-K75418563	HUH7	6	2
3719	BRD-K75418563	PHH	24	2
3720	BRD-K75418563	PHH	6	2
3721	BRD-K75449859	PC3	24	2
3722	BRD-K75514176	A375	24	2
3723	BRD-K75514176	A549	24	2
3724	BRD-K75514176	HT29	24	2
3725	BRD-K75514176	MCF7	24	2
3726	BRD-K75514176	PC3	24	2
3727	BRD-K75627148	A375	24	6
3728	BRD-K75627148	A549	24	7
3729	BRD-K75627148	HA1E	24	6
3730	BRD-K75627148	HCC515	24	6
3731	BRD-K75627148	HEPG2	24	8
3732	BRD-K75627148	HEPG2	6	2
3733	BRD-K75627148	HT29	24	6
3734	BRD-K75627148	HUH7	24	2
3735	BRD-K75627148	HUH7	6	2
3736	BRD-K75627148	MCF7	24	6
3737	BRD-K75627148	PC3	24	6
3738	BRD-K75627148	PHH	24	2
3739	BRD-K75627148	PHH	6	2
3740	BRD-K75725875	VCAP	24	5
3741	BRD-K75813018	A375	24	2
3742	BRD-K75813018	A549	24	2
3743	BRD-K75813018	HT29	24	2
3744	BRD-K75813018	MCF7	24	6
3745	BRD-K75813018	MCF7	6	4
3746	BRD-K75813018	PC3	24	2
3747	BRD-K75843415	A375	24	2
3748	BRD-K75843415	A549	24	2
3749	BRD-K75843415	HT29	24	2
3750	BRD-K75843415	MCF7	24	2
3751	BRD-K75843415	PC3	24	2
3752	BRD-K75845944	A549	24	2
3753	BRD-K75845944	HT29	24	2
3754	BRD-K75845944	MCF7	24	2
3755	BRD-K75845944	PC3	24	2
3756	BRD-K75907833	PC3	24	2
3757	BRD-K75949681	VCAP	24	5
3758	BRD-K75964506	PC3	24	2
3759	BRD-K75964506	VCAP	24	5
3760	BRD-K76005220	VCAP	24	2
3761	BRD-K76005220	VCAP	6	2
3762	BRD-K76103428	PC3	24	2
3763	BRD-K76103428	VCAP	24	2
3764	BRD-K76103428	VCAP	6	2
3765	BRD-K76150323	A549	24	2
3766	BRD-K76150323	HT29	24	2
3767	BRD-K76150323	MCF7	24	2
3768	BRD-K76150323	PC3	24	2
3769	BRD-K76263948	PC3	24	2
3770	BRD-K76264608	A375	24	2
3771	BRD-K76264608	A549	24	2
3772	BRD-K76264608	HT29	24	2
3773	BRD-K76264608	MCF7	24	2
3774	BRD-K76264608	PC3	24	2
3775	BRD-K76269942	VCAP	24	2
3776	BRD-K76269942	VCAP	6	2
3777	BRD-K76318793	PC3	24	2
3778	BRD-K76318793	VCAP	24	2
3779	BRD-K76318793	VCAP	6	2
3780	BRD-K76390333	PC3	24	2
3781	BRD-K76418961	A549	24	2
3782	BRD-K76418961	HT29	24	2
3783	BRD-K76418961	MCF7	24	2
3784	BRD-K76418961	PC3	24	2
3785	BRD-K76438898	PC3	24	2
3786	BRD-K76438898	VCAP	24	2
3787	BRD-K76438898	VCAP	6	2
3788	BRD-K76439996	VCAP	24	2
3789	BRD-K76439996	VCAP	6	2
3790	BRD-K76512739	VCAP	24	2
3791	BRD-K76512739	VCAP	6	2
3792	BRD-K76636716	A375	24	2
3793	BRD-K76636716	A549	24	2
3794	BRD-K76636716	HT29	24	2
3795	BRD-K76710817	VCAP	24	5
3796	BRD-K76856691	A549	24	2
3797	BRD-K76856691	HT29	24	2
3798	BRD-K76876037	A375	24	2
3799	BRD-K76876037	HT29	24	2
3800	BRD-K76915833	PC3	24	2
3801	BRD-K76915833	VCAP	24	5
3802	BRD-K76999748	PC3	24	2
3803	BRD-K76999748	PC3	6	2
3804	BRD-K76999748	VCAP	24	2
3805	BRD-K76999748	VCAP	6	2
3806	BRD-K77264230	VCAP	24	2
3807	BRD-K77264230	VCAP	6	2
3808	BRD-K77432048	A549	24	9
3809	BRD-K77432048	A549	6	9
3810	BRD-K77432048	MCF7	24	9
3811	BRD-K77432048	MCF7	6	9
3812	BRD-K77432048	VCAP	24	2
3813	BRD-K77432048	VCAP	6	2
3814	BRD-K77508012	HEPG2	24	2
3815	BRD-K77508012	HEPG2	6	2
3816	BRD-K77508012	HUH7	24	2
3817	BRD-K77508012	HUH7	6	2
3818	BRD-K77508012	PHH	24	2
3819	BRD-K77508012	PHH	6	2
3820	BRD-K77634909	HEPG2	24	2
3821	BRD-K77634909	HEPG2	6	2
3822	BRD-K77634909	HUH7	24	2
3823	BRD-K77634909	HUH7	6	2
3824	BRD-K77634909	PHH	24	2
3825	BRD-K77634909	PHH	6	2
3826	BRD-K77644833	MCF7	24	2
3827	BRD-K77644833	PC3	24	2
3828	BRD-K77644833	VCAP	24	2
3829	BRD-K77644833	VCAP	6	2
3830	BRD-K77663706	VCAP	24	5
3831	BRD-K77750380	A375	24	2
3832	BRD-K77750380	A549	24	2
3833	BRD-K77750380	HT29	24	2
3834	BRD-K77750380	MCF7	24	2
3835	BRD-K77750380	PC3	24	2
3836	BRD-K77790153	PC3	24	2
3837	BRD-K77790153	VCAP	24	5
3838	BRD-K77793090	A549	24	2
3839	BRD-K77831863	A375	24	2
3840	BRD-K77831863	HT29	24	2
3841	BRD-K77987635	VCAP	24	2
3842	BRD-K77987635	VCAP	6	2
3843	BRD-K78014537	VCAP	24	5
3844	BRD-K78018080	A375	24	2
3845	BRD-K78018080	A549	24	2
3846	BRD-K78018080	HT29	24	2
3847	BRD-K78018080	MCF7	24	2
3848	BRD-K78018080	PC3	24	2
3849	BRD-K78133682	A375	24	2
3850	BRD-K78133682	A549	24	2
3851	BRD-K78133682	HT29	24	2
3852	BRD-K78525220	VCAP	24	5
3853	BRD-K78528600	A375	24	2
3854	BRD-K78528600	HT29	24	2
3855	BRD-K78687850	A549	24	2
3856	BRD-K78687850	HT29	24	2
3857	BRD-K78687850	MCF7	24	2
3858	BRD-K78687850	PC3	24	2
3859	BRD-K78716413	VCAP	24	2
3860	BRD-K78716413	VCAP	6	2
3861	BRD-K78787424	VCAP	24	5
3862	BRD-K79080366	VCAP	24	5
3863	BRD-K79102010	A549	24	2
3864	BRD-K79102010	HT29	24	2
3865	BRD-K79102010	MCF7	24	2
3866	BRD-K79102010	PC3	24	2
3867	BRD-K79112806	A375	24	2
3868	BRD-K79112806	A549	24	2
3869	BRD-K79112806	HT29	24	2
3870	BRD-K79112806	MCF7	24	2
3871	BRD-K79112806	PC3	24	2
3872	BRD-K79489641	PC3	24	2
3873	BRD-K79489641	VCAP	24	2
3874	BRD-K79489641	VCAP	6	2
3875	BRD-K79532217	MCF7	24	2
3876	BRD-K79532217	PC3	24	2
3877	BRD-K79657514	A375	24	2
3878	BRD-K79657514	A549	24	2
3879	BRD-K79657514	HT29	24	2
3880	BRD-K79657514	VCAP	24	6
3881	BRD-K79657514	VCAP	6	2
3882	BRD-K79732306	PC3	24	2
3883	BRD-K79732306	VCAP	24	2
3884	BRD-K79758054	A549	24	2
3885	BRD-K79758054	HT29	24	2
3886	BRD-K79758054	MCF7	24	2
3887	BRD-K79758054	PC3	24	2
3888	BRD-K79793338	A549	24	2
3889	BRD-K79793579	A375	24	2
3890	BRD-K79793579	A549	24	2
3891	BRD-K79793579	HT29	24	2
3892	BRD-K79793579	MCF7	24	2
3893	BRD-K79793579	PC3	24	2
3894	BRD-K79797318	MCF7	24	4
3895	BRD-K79797318	MCF7	6	4
3896	BRD-K79797751	PC3	24	2
3897	BRD-K79797751	VCAP	24	2
3898	BRD-K79797751	VCAP	6	2
3899	BRD-K79826210	VCAP	24	2
3900	BRD-K79826210	VCAP	6	2
3901	BRD-K79854633	PC3	24	2
3902	BRD-K79854633	VCAP	24	5
3903	BRD-K79873567	VCAP	24	3
3904	BRD-K79873567	VCAP	6	3
3905	BRD-K79947405	A375	24	2
3906	BRD-K79947405	A549	24	2
3907	BRD-K79947405	HT29	24	2
3908	BRD-K79947405	MCF7	24	2
3909	BRD-K79947405	PC3	24	2
3910	BRD-K80045183	HEPG2	24	2
3911	BRD-K80045183	HEPG2	6	2
3912	BRD-K80045183	HUH7	24	2
3913	BRD-K80045183	HUH7	6	2
3914	BRD-K80045183	PHH	24	2
3915	BRD-K80045183	PHH	6	2
3916	BRD-K80058284	A375	24	2
3917	BRD-K80058284	A549	24	2
3918	BRD-K80058284	HT29	24	2
3919	BRD-K80058284	MCF7	24	2
3920	BRD-K80058284	PC3	24	2
3921	BRD-K80138901	A375	24	2
3922	BRD-K80138901	A549	24	2
3923	BRD-K80138901	HT29	24	2
3924	BRD-K80138901	MCF7	24	2
3925	BRD-K80138901	PC3	24	2
3926	BRD-K80169513	A375	24	2
3927	BRD-K80169513	A549	24	2
3928	BRD-K80169513	HT29	24	2
3929	BRD-K80169513	MCF7	24	2
3930	BRD-K80169513	PC3	24	2
3931	BRD-K80171496	A375	24	2
3932	BRD-K80171496	HT29	24	2
3933	BRD-K80368509	CD34	24	4
3934	BRD-K80368509	CD34	6	4
3935	BRD-K80368509	HL60	24	4
3936	BRD-K80368509	HL60	6	4
3937	BRD-K80368509	PC3	6	4
3938	BRD-K80368509	U937	24	4
3939	BRD-K80368509	U937	6	4
3940	BRD-K80400482	A549	24	2
3941	BRD-K80400482	HT29	24	2
3942	BRD-K80439608	A375	24	2
3943	BRD-K80439608	A549	24	2
3944	BRD-K80439608	HT29	24	2
3945	BRD-K80439608	MCF7	24	2
3946	BRD-K80439608	PC3	24	2
3947	BRD-K80553643	A375	24	2
3948	BRD-K80553643	A549	24	2
3949	BRD-K80553643	HT29	24	2
3950	BRD-K80553643	MCF7	24	2
3951	BRD-K80553643	PC3	24	2
3952	BRD-K80579245	HT29	24	2
3953	BRD-K80579245	MCF7	24	2
3954	BRD-K80579245	PC3	24	2
3955	BRD-K80666761	A549	24	2
3956	BRD-K80666761	HT29	24	2
3957	BRD-K80666761	MCF7	24	2
