	drug	cell line	time point	count
6148	KU-55933	BT20	6	4
6149	KU-55933	HS578T	24	4
6150	KU-55933	HS578T	6	4
6151	KU-55933	MCF10A	24	4
6152	KU-55933	MCF10A	6	4
6153	KU-55933	MCF7	24	4
6154	KU-55933	MCF7	6	4
6155	KU-55933	MDAMB231	24	4
6156	KU-55933	MDAMB231	6	4
6157	KU-55933	SKBR3	24	4
6158	KU-55933	SKBR3	6	4
6159	KU-60019	BT20	24	4
6160	KU-60019	BT20	6	4
6161	KU-60019	HS578T	24	4
6162	KU-60019	HS578T	6	4
6163	KU-60019	MCF10A	24	4
6164	KU-60019	MCF10A	6	4
6165	KU-60019	MCF7	24	4
6166	KU-60019	MCF7	6	4
6167	KU-60019	MDAMB231	24	4
6168	KU-60019	MDAMB231	6	4
6169	KU-60019	SKBR3	24	4
6170	KU-60019	SKBR3	6	4
6171	KUC105208	CD34	24	4
6172	KUC105208	CD34	6	4
6173	KUC105208	HL60	24	4
6174	KUC105208	HL60	6	7
6175	KUC105208	PC3	6	4
6176	KUC105208	U937	24	4
6177	KUC105208	U937	6	4
6178	KUC107191N	CD34	24	4
6179	KUC107191N	CD34	6	4
6180	KUC107191N	HL60	24	4
6181	KUC107191N	HL60	6	4
6182	KUC107191N	PC3	6	4
6183	KUC107191N	U937	24	4
6184	KUC107191N	U937	6	4
6185	KUC111109N	A375	24	4
6186	KUC111109N	A375	6	4
6187	KUC111109N	A549	24	4
6188	KUC111109N	A549	6	7
6189	KUC111109N	HA1E	24	7
6190	KUC111109N	HA1E	6	4
6191	KUC111109N	HCC515	24	4
6192	KUC111109N	HCC515	6	4
6193	KUC111109N	HEPG2	24	4
6194	KUC111109N	HEPG2	6	4
6195	KUC111109N	HT29	24	8
6196	KUC111109N	HT29	6	4
6197	KUC111109N	JURKAT	24	11
6198	KUC111109N	JURKAT	6	8
6199	KUC111109N	MCF7	24	4
6200	KUC111109N	MCF7	6	7
6201	KUC111109N	PC3	24	8
6202	KUC111109N	PC3	6	7
6203	KUC111109N	U266	24	4
6204	KUC111109N	U266	6	4
6205	KUC111774N	A375	24	4
6206	KUC111774N	A375	6	4
6207	KUC111774N	A549	24	4
6208	KUC111774N	A549	6	7
6209	KUC111774N	HA1E	24	7
6210	KUC111774N	HA1E	6	4
6211	KUC111774N	HCC515	24	4
6212	KUC111774N	HCC515	6	4
6213	KUC111774N	HEPG2	24	4
6214	KUC111774N	HEPG2	6	4
6215	KUC111774N	HT29	24	8
6216	KUC111774N	HT29	6	4
6217	KUC111774N	JURKAT	24	11
6218	KUC111774N	JURKAT	6	8
6219	KUC111774N	MCF7	24	4
6220	KUC111774N	MCF7	6	7
6221	KUC111774N	PC3	24	8
6222	KUC111774N	PC3	6	7
6223	KUC111774N	U266	24	4
6224	KUC111774N	U266	6	4
6225	LAMA1	VCAP	4	2
6226	LCN2	VCAP	4	2
6227	LDN-193189	BT20	24	4
6228	LDN-193189	BT20	6	4
6229	LDN-193189	HS578T	24	4
6230	LDN-193189	HS578T	6	4
6231	LDN-193189	MCF10A	24	4
6232	LDN-193189	MCF10A	6	4
6233	LDN-193189	MCF7	24	4
6234	LDN-193189	MCF7	6	4
6235	LDN-193189	MDAMB231	24	4
6236	LDN-193189	MDAMB231	6	4
6237	LDN-193189	SKBR3	24	4
6238	LDN-193189	SKBR3	6	4
6239	LE-135	A375	6	2
6240	LE-135	A549	24	2
6241	LE-135	A549	6	2
6242	LE-135	HA1E	24	2
6243	LE-135	HA1E	6	2
6244	LE-135	HCC515	24	2
6245	LE-135	HCC515	6	2
6246	LE-135	HEPG2	6	2
6247	LE-135	HT29	6	2
6248	LE-135	MCF7	24	2
6249	LE-135	MCF7	6	2
6250	LE-135	PC3	24	2
6251	LE-135	PC3	6	2
6252	LE-135	VCAP	24	2
6253	LE-135	VCAP	6	2
6254	LEP	VCAP	4	2
6255	LFM-A13	A375	6	2
6256	LFM-A13	A549	24	2
6257	LFM-A13	A549	6	2
6258	LFM-A13	HA1E	24	2
6259	LFM-A13	HA1E	6	2
6260	LFM-A13	HCC515	24	2
6261	LFM-A13	HCC515	6	2
6262	LFM-A13	HEPG2	6	2
6263	LFM-A13	HT29	6	2
6264	LFM-A13	MCF7	24	2
6265	LFM-A13	MCF7	6	2
6266	LFM-A13	PC3	24	2
6267	LFM-A13	PC3	6	2
6268	LFM-A13	VCAP	24	2
6269	LFM-A13	VCAP	6	2
6270	LGALS7	VCAP	4	2
6271	LIF	VCAP	4	2
6272	LIPC	VCAP	4	2
6273	LTA	VCAP	4	2
6274	LUCIFERASE	PC3	120	2
6275	LUCIFERASE	PC3	72	2
6276	LUCIFERASE	PC3	96	2
6277	LUCIFERASE	VCAP	120	2
6278	LUCIFERASE	VCAP	96	2
6279	LY-2183240	HEPG2	24	2
6280	LY-2183240	HEPG2	6	2
6281	LY-2183240	HUH7	24	2
6282	LY-2183240	HUH7	6	2
6283	LY-2183240	PHH	24	2
6284	LY-2183240	PHH	6	2
6285	LY-294002	A375	24	4
6286	LY-294002	A549	24	12
6287	LY-294002	A549	6	17
6288	LY-294002	HCC515	6	9
6289	LY-294002	HT29	24	4
6290	LY-294002	MCF7	24	23
6291	LY-294002	MCF7	6	20
6292	LY-294002	NEU	24	4
6293	LY-294002	NKDBA	24	4
6294	LY-294002	NPC	24	4
6295	LY-294002	PC3	24	20
6296	LY-294002	PC3	6	14
6297	LY-294002	VCAP	24	13
6298	LY-294002	VCAP	48	3
6299	LY-294002	VCAP	6	9
6300	LYZ	VCAP	4	2
6301	M2-PK-activator	A375	6	2
6302	M2-PK-activator	A549	24	2
6303	M2-PK-activator	A549	6	2
6304	M2-PK-activator	HA1E	6	2
6305	M2-PK-activator	HCC515	6	2
6306	M2-PK-activator	HEPG2	6	2
6307	M2-PK-activator	HT29	6	2
6308	M2-PK-activator	MCF7	24	2
6309	M2-PK-activator	MCF7	6	2
6310	M2-PK-activator	PC3	24	2
6311	M2-PK-activator	PC3	6	2
6312	M2-PK-activator	VCAP	24	2
6313	M2-PK-activator	VCAP	6	2
6314	MCSF	BT20	1	2
6315	MCSF	BT20	24	2
6316	MCSF	BT20	3	2
6317	MCSF	BT20	6	2
6318	MCSF	HS578T	1	2
6319	MCSF	HS578T	24	2
6320	MCSF	HS578T	3	2
6321	MCSF	HS578T	6	2
6322	MCSF	MCF10A	1	2
6323	MCSF	MCF10A	24	2
6324	MCSF	MCF10A	3	2
6325	MCSF	MCF10A	6	2
6326	MCSF	MCF7	1	2
6327	MCSF	MCF7	24	2
6328	MCSF	MCF7	3	2
6329	MCSF	MCF7	6	2
6330	MCSF	MDAMB231	1	2
6331	MCSF	MDAMB231	24	2
6332	MCSF	MDAMB231	3	2
6333	MCSF	MDAMB231	6	2
6334	MCSF	SKBR3	1	2
6335	MCSF	SKBR3	24	2
6336	MCSF	SKBR3	3	2
6337	MCSF	SKBR3	6	2
6338	MET	HEK293T	48	2
6339	MG-132	A549	24	10
6340	MG-132	A549	6	10
6341	MG-132	MCF7	24	13
6342	MG-132	MCF7	6	13
6343	MG-132	NKDBA	24	4
6344	MGCD-265	BT20	24	4
6345	MGCD-265	BT20	6	4
6346	MGCD-265	HS578T	24	4
6347	MGCD-265	HS578T	6	4
6348	MGCD-265	MCF10A	24	4
6349	MGCD-265	MCF10A	6	4
6350	MGCD-265	MCF7	24	4
6351	MGCD-265	MCF7	6	4
6352	MGCD-265	MDAMB231	24	4
6353	MGCD-265	MDAMB231	6	4
6354	MGCD-265	SKBR3	24	4
6355	MGCD-265	SKBR3	6	4
6356	MIA	VCAP	4	2
6357	MITF	HEK293T	48	2
6358	MK-1775	BT20	24	4
6359	MK-1775	BT20	6	4
6360	MK-1775	HS578T	24	4
6361	MK-1775	HS578T	6	4
6362	MK-1775	MCF10A	24	4
6363	MK-1775	MCF10A	6	4
6364	MK-1775	MCF7	24	4
6365	MK-1775	MCF7	6	4
6366	MK-1775	MDAMB231	24	4
6367	MK-1775	MDAMB231	6	4
6368	MK-1775	SKBR3	24	4
6369	MK-1775	SKBR3	6	4
6370	MK-2206	BT20	24	4
6371	MK-2206	BT20	6	4
6372	MK-2206	HS578T	24	4
6373	MK-2206	HS578T	6	4
6374	MK-2206	MCF10A	24	4
6375	MK-2206	MCF10A	6	4
6376	MK-2206	MCF7	24	4
6377	MK-2206	MCF7	6	4
6378	MK-2206	MDAMB231	24	4
6379	MK-2206	MDAMB231	6	4
6380	MK-2206	SKBR3	24	4
6381	MK-2206	SKBR3	6	4
6382	MK-5108	A375	24	6
6383	MK-5108	A549	24	6
6384	MK-5108	HA1E	24	6
6385	MK-5108	HCC515	24	5
6386	MK-5108	HEPG2	24	6
6387	MK-5108	HT29	24	6
6388	MK-5108	MCF7	24	6
6389	MK-5108	PC3	24	6
6390	MLN-8054	A375	24	7
6391	MLN-8054	A375	6	7
6392	MLN-8054	BT20	24	4
6393	MLN-8054	BT20	6	4
6394	MLN-8054	HS578T	24	4
6395	MLN-8054	HS578T	6	4
6396	MLN-8054	MCF10A	24	4
6397	MLN-8054	MCF10A	6	4
6398	MLN-8054	MCF7	24	10
6399	MLN-8054	MCF7	6	10
6400	MLN-8054	MDAMB231	24	4
6401	MLN-8054	MDAMB231	6	4
6402	MLN-8054	PC3	24	7
6403	MLN-8054	PC3	6	7
6404	MLN-8054	SKBR3	24	4
6405	MLN-8054	SKBR3	6	4
6406	MMP12	VCAP	4	2
6407	MMP7	VCAP	4	2
6408	MRE-269	CD34	24	4
6409	MRE-269	CD34	6	4
6410	MRE-269	HL60	24	4
6411	MRE-269	HL60	6	4
6412	MRE-269	PC3	6	4
6413	MRE-269	U937	24	4
6414	MRE-269	U937	6	4
6415	MSMB	VCAP	4	2
6416	MSP	BT20	1	2
6417	MSP	BT20	24	2
6418	MSP	BT20	3	2
6419	MSP	BT20	6	2
6420	MSP	HS578T	1	2
6421	MSP	HS578T	24	2
6422	MSP	HS578T	3	2
6423	MSP	HS578T	6	2
6424	MSP	MCF10A	1	2
6425	MSP	MCF10A	24	2
6426	MSP	MCF10A	3	2
6427	MSP	MCF10A	6	2
6428	MSP	MCF7	1	2
6429	MSP	MCF7	24	2
6430	MSP	MCF7	3	2
6431	MSP	MCF7	6	2
6432	MSP	MDAMB231	1	2
6433	MSP	MDAMB231	24	2
6434	MSP	MDAMB231	3	2
6435	MSP	MDAMB231	6	2
6436	MSP	SKBR3	1	2
6437	MSP	SKBR3	24	2
6438	MSP	SKBR3	3	2
6439	MSP	SKBR3	6	2
6440	MSTN	VCAP	4	2
6441	MTOR	HEK293T	48	2
6442	MW-MITF24	A549	6	9
6443	MW-MITF24	HCC515	6	9
6444	MW-MITF24	MCF7	24	9
6445	MW-MITF24	MCF7	6	9
6446	MW-MITF24	PC3	24	9
6447	MW-MITF24	PC3	6	9
6448	MW-SHH-151	A375	24	4
6449	MW-SHH-151	A375	6	4
6450	MW-SHH-151	A549	24	4
6451	MW-SHH-151	A549	6	7
6452	MW-SHH-151	HA1E	24	7
6453	MW-SHH-151	HA1E	6	4
6454	MW-SHH-151	HCC515	24	4
6455	MW-SHH-151	HCC515	6	4
6456	MW-SHH-151	HEPG2	24	4
6457	MW-SHH-151	HEPG2	6	4
6458	MW-SHH-151	HT29	24	8
6459	MW-SHH-151	HT29	6	4
6460	MW-SHH-151	JURKAT	24	11
6461	MW-SHH-151	JURKAT	6	8
6462	MW-SHH-151	MCF7	24	4
6463	MW-SHH-151	MCF7	6	7
6464	MW-SHH-151	PC3	24	8
6465	MW-SHH-151	PC3	6	7
6466	MW-SHH-151	U266	24	4
6467	MW-SHH-151	U266	6	4
6468	MW-SHH-250	A375	24	4
6469	MW-SHH-250	A375	6	4
6470	MW-SHH-250	A549	24	4
6471	MW-SHH-250	A549	6	7
6472	MW-SHH-250	HA1E	24	7
6473	MW-SHH-250	HA1E	6	4
6474	MW-SHH-250	HCC515	24	4
6475	MW-SHH-250	HCC515	6	4
6476	MW-SHH-250	HEPG2	24	4
6477	MW-SHH-250	HEPG2	6	4
6478	MW-SHH-250	HT29	24	8
6479	MW-SHH-250	HT29	6	4
6480	MW-SHH-250	JURKAT	24	11
6481	MW-SHH-250	JURKAT	6	8
6482	MW-SHH-250	MCF7	24	4
6483	MW-SHH-250	MCF7	6	7
6484	MW-SHH-250	PC3	24	8
6485	MW-SHH-250	PC3	6	7
6486	MW-SHH-250	U266	24	4
6487	MW-SHH-250	U266	6	4
6488	MW-SHH-28	A375	24	6
6489	MW-SHH-28	A375	6	4
6490	MW-SHH-28	A549	24	4
6491	MW-SHH-28	A549	6	7
6492	MW-SHH-28	HA1E	24	7
6493	MW-SHH-28	HA1E	6	4
6494	MW-SHH-28	HCC515	24	4
6495	MW-SHH-28	HCC515	6	4
6496	MW-SHH-28	HEPG2	24	4
6497	MW-SHH-28	HEPG2	6	4
6498	MW-SHH-28	HT29	24	7
6499	MW-SHH-28	HT29	6	4
6500	MW-SHH-28	JURKAT	24	11
6501	MW-SHH-28	JURKAT	6	8
6502	MW-SHH-28	MCF7	24	4
6503	MW-SHH-28	MCF7	6	7
6504	MW-SHH-28	PC3	24	4
6505	MW-SHH-28	PC3	6	7
6506	MW-SHH-28	U266	24	4
6507	MW-SHH-28	U266	6	4
6508	MW-SHH-54	A375	24	4
6509	MW-SHH-54	A375	6	4
6510	MW-SHH-54	A549	24	4
6511	MW-SHH-54	A549	6	7
6512	MW-SHH-54	HA1E	24	7
6513	MW-SHH-54	HA1E	6	4
6514	MW-SHH-54	HCC515	24	4
6515	MW-SHH-54	HCC515	6	4
6516	MW-SHH-54	HEPG2	24	4
6517	MW-SHH-54	HEPG2	6	4
6518	MW-SHH-54	HT29	24	8
6519	MW-SHH-54	HT29	6	4
6520	MW-SHH-54	JURKAT	24	11
6521	MW-SHH-54	JURKAT	6	8
6522	MW-SHH-54	MCF7	24	4
6523	MW-SHH-54	MCF7	6	7
6524	MW-SHH-54	PC3	24	4
6525	MW-SHH-54	PC3	6	7
6526	MW-SHH-54	U266	24	4
6527	MW-SHH-54	U266	6	4
6528	MW-SHH-61	A375	24	6
6529	MW-SHH-61	A375	6	4
6530	MW-SHH-61	A549	24	4
6531	MW-SHH-61	A549	6	7
6532	MW-SHH-61	HA1E	24	7
6533	MW-SHH-61	HA1E	6	4
6534	MW-SHH-61	HCC515	24	4
6535	MW-SHH-61	HCC515	6	4
6536	MW-SHH-61	HEPG2	24	4
6537	MW-SHH-61	HEPG2	6	4
6538	MW-SHH-61	HT29	24	7
6539	MW-SHH-61	HT29	6	4
6540	MW-SHH-61	JURKAT	24	11
6541	MW-SHH-61	JURKAT	6	8
6542	MW-SHH-61	MCF7	24	4
6543	MW-SHH-61	MCF7	6	7
6544	MW-SHH-61	PC3	24	4
6545	MW-SHH-61	PC3	6	7
6546	MW-SHH-61	U266	24	4
6547	MW-SHH-61	U266	6	4
6548	MW-SHH-97	A375	24	4
6549	MW-SHH-97	A375	6	4
6550	MW-SHH-97	A549	24	4
6551	MW-SHH-97	A549	6	7
6552	MW-SHH-97	HA1E	24	7
6553	MW-SHH-97	HA1E	6	4
6554	MW-SHH-97	HCC515	24	4
6555	MW-SHH-97	HCC515	6	4
6556	MW-SHH-97	HEPG2	24	4
6557	MW-SHH-97	HEPG2	6	4
6558	MW-SHH-97	HT29	24	8
6559	MW-SHH-97	HT29	6	4
6560	MW-SHH-97	JURKAT	24	11
6561	MW-SHH-97	JURKAT	6	8
6562	MW-SHH-97	MCF7	24	4
6563	MW-SHH-97	MCF7	6	7
6564	MW-SHH-97	PC3	24	4
6565	MW-SHH-97	PC3	6	7
6566	MW-SHH-97	U266	24	4
6567	MW-SHH-97	U266	6	4
6568	MW-SHH-98	A375	24	4
6569	MW-SHH-98	A375	6	4
6570	MW-SHH-98	A549	24	4
6571	MW-SHH-98	A549	6	7
6572	MW-SHH-98	HA1E	24	7
6573	MW-SHH-98	HA1E	6	4
6574	MW-SHH-98	HCC515	24	4
6575	MW-SHH-98	HCC515	6	4
6576	MW-SHH-98	HEPG2	24	4
6577	MW-SHH-98	HEPG2	6	4
6578	MW-SHH-98	HT29	24	8
6579	MW-SHH-98	HT29	6	4
6580	MW-SHH-98	JURKAT	24	11
6581	MW-SHH-98	JURKAT	6	8
6582	MW-SHH-98	MCF7	24	4
6583	MW-SHH-98	MCF7	6	7
6584	MW-SHH-98	PC3	24	4
6585	MW-SHH-98	PC3	6	7
6586	MW-SHH-98	U266	24	4
6587	MW-SHH-98	U266	6	4
6588	MW-STK33-100	NOMO1	24	8
6589	MW-STK33-100	NOMO1	6	8
6590	MW-STK33-100	THP1	24	8
6591	MW-STK33-100	THP1	6	8
6592	MW-STK33-1C	MCF7	24	4
6593	MW-STK33-1C	MCF7	6	4
6594	MW-STK33-1C	NOMO1	24	8
6595	MW-STK33-1C	NOMO1	6	8
6596	MW-STK33-1C	THP1	24	8
6597	MW-STK33-1C	THP1	6	8
6598	MW-STK33-2A	MCF7	24	4
6599	MW-STK33-2A	MCF7	6	4
6600	MW-STK33-2A	NKDBA	24	4
6601	MW-STK33-2B	NOMO1	24	8
6602	MW-STK33-2B	NOMO1	6	8
6603	MW-STK33-2B	THP1	24	8
6604	MW-STK33-2B	THP1	6	8
6605	MW-STK33-97	NOMO1	24	8
6606	MW-STK33-97	NOMO1	6	8
6607	MW-STK33-97	THP1	24	8
6608	MW-STK33-97	THP1	6	8
6609	MYOG	HEK293T	48	2
6610	Merck60	A375	24	6
6611	Merck60	A549	24	7
6612	Merck60	HA1E	24	6
6613	Merck60	HCC515	24	5
6614	Merck60	HEPG2	24	5
6615	Merck60	HT29	24	6
6616	Merck60	MCF7	24	9
6617	Merck60	MCF7	6	4
6618	Merck60	PC3	24	9
6619	Merck60	PC3	6	4
6620	NFE2L2	HEK293T	48	3
6621	NGF	VCAP	4	2
6622	NNC-55-0396	VCAP	24	8
6623	NNC-55-0396	VCAP	6	2
6624	NOG	VCAP	4	2
6625	NPK76-II-72-1	BT20	24	4
6626	NPK76-II-72-1	BT20	6	4
6627	NPK76-II-72-1	HS578T	24	4
6628	NPK76-II-72-1	HS578T	6	4
6629	NPK76-II-72-1	MCF10A	24	4
6630	NPK76-II-72-1	MCF10A	6	4
6631	NPK76-II-72-1	MCF7	24	4
6632	NPK76-II-72-1	MCF7	6	4
6633	NPK76-II-72-1	MDAMB231	24	4
6634	NPK76-II-72-1	MDAMB231	6	4
6635	NPK76-II-72-1	SKBR3	24	4
6636	NPK76-II-72-1	SKBR3	6	4
6637	NPPA	VCAP	4	2
6638	NPPC	VCAP	4	2
6639	NPY	VCAP	4	2
6640	NRG1	VCAP	4	2
6641	NRG1.ALPHA	MCF7	2	2
6642	NRG1.ALPHA	VCAP	4	2
6643	NRG1.BETA	MCF7	2	2
6644	NRG1.BETA	VCAP	4	2
6645	NRP1	VCAP	4	2
6646	NRP2	VCAP	4	2
6647	NRTN	VCAP	4	2
6648	NSC-23766	A375	24	2
6649	NSC-23766	A375	6	2
6650	NSC-23766	A549	24	2
6651	NSC-23766	A549	6	2
6652	NSC-23766	HA1E	24	2
6653	NSC-23766	HA1E	6	2
6654	NSC-23766	HCC515	6	2
6655	NSC-23766	HT29	24	2
6656	NSC-23766	HT29	6	2
6657	NSC-23766	MCF7	24	2
6658	NSC-23766	MCF7	6	2
6659	NSC-23766	PC3	24	2
6660	NSC-23766	PC3	6	2
6661	NSC-23766	VCAP	24	2
6662	NSC-23766	VCAP	6	2
6663	NSC-632839	A549	24	9
6664	NSC-632839	A549	6	9
6665	NSC-632839	HEPG2	24	2
6666	NSC-632839	HEPG2	6	2
6667	NSC-632839	HUH7	24	2
6668	NSC-632839	HUH7	6	2
6669	NSC-632839	MCF7	24	9
6670	NSC-632839	MCF7	6	9
6671	NSC-632839	PHH	24	2
6672	NSC-632839	PHH	6	2
6673	NSC-663284	HEPG2	6	2
6674	NSC-663284	HUH7	6	2
6675	NSC-663284	PHH	24	2
6676	NSC-663284	PHH	6	2
6677	NSC-95397	HEPG2	24	2
6678	NSC-95397	HEPG2	6	2
6679	NSC-95397	MCF7	24	4
6680	NSC-95397	MCF7	6	4
6681	NSC-95397	NKDBA	24	4
6682	NSC-95397	PHH	24	2
6683	NTF3	VCAP	4	2
6684	NTF4	VCAP	4	2
6685	NTS	VCAP	4	2
6686	NU-1025	A549	24	10
6687	NU-1025	A549	6	10
6688	NU-1025	MCF7	24	10
6689	NU-1025	MCF7	6	10
6690	NU-7441	BT20	24	4
6691	NU-7441	BT20	6	4
6692	NU-7441	HS578T	24	4
6693	NU-7441	HS578T	6	4
6694	NU-7441	MCF10A	24	4
6695	NU-7441	MCF10A	6	4
6696	NU-7441	MCF7	24	4
6697	NU-7441	MCF7	6	4
6698	NU-7441	MDAMB231	24	4
6699	NU-7441	MDAMB231	6	4
6700	NU-7441	SKBR3	24	4
6701	NU-7441	SKBR3	6	4
6702	NVP-AEW541	BT20	24	4
6703	NVP-AEW541	BT20	6	4
6704	NVP-AEW541	HS578T	24	4
6705	NVP-AEW541	HS578T	6	4
6706	NVP-AEW541	MCF10A	24	4
6707	NVP-AEW541	MCF10A	6	4
6708	NVP-AEW541	MCF7	24	4
6709	NVP-AEW541	MCF7	6	4
6710	NVP-AEW541	MDAMB231	24	4
6711	NVP-AEW541	MDAMB231	6	4
6712	NVP-AEW541	SKBR3	24	4
6713	NVP-AEW541	SKBR3	6	4
6714	NVP-AUY922	A549	24	9
6715	NVP-AUY922	A549	6	9
6716	NVP-AUY922	BT20	24	4
6717	NVP-AUY922	BT20	6	4
6718	NVP-AUY922	HS578T	24	4
6719	NVP-AUY922	HS578T	6	4
6720	NVP-AUY922	MCF10A	24	4
6721	NVP-AUY922	MCF10A	6	4
6722	NVP-AUY922	MCF7	24	12
6723	NVP-AUY922	MCF7	6	12
6724	NVP-AUY922	MDAMB231	24	4
6725	NVP-AUY922	MDAMB231	6	4
6726	NVP-AUY922	SKBR3	24	4
6727	NVP-AUY922	SKBR3	6	4
6728	NVP-BEZ235	A549	24	10
6729	NVP-BEZ235	A549	6	10
6730	NVP-BEZ235	MCF7	24	10
6731	NVP-BEZ235	MCF7	6	10
6732	NVP-BGJ398	BT20	24	4
6733	NVP-BGJ398	BT20	6	4
6734	NVP-BGJ398	HS578T	24	4
6735	NVP-BGJ398	HS578T	6	4
6736	NVP-BGJ398	MCF10A	24	4
6737	NVP-BGJ398	MCF10A	6	4
6738	NVP-BGJ398	MCF7	24	4
6739	NVP-BGJ398	MCF7	6	4
6740	NVP-BGJ398	MDAMB231	24	4
6741	NVP-BGJ398	MDAMB231	6	4
6742	NVP-BGJ398	SKBR3	24	4
6743	NVP-BGJ398	SKBR3	6	4
6744	NVP-TAE684	BT20	24	4
6745	NVP-TAE684	BT20	6	4
6746	NVP-TAE684	HS578T	24	4
6747	NVP-TAE684	HS578T	6	4
6748	NVP-TAE684	MCF10A	24	4
6749	NVP-TAE684	MCF10A	6	4
6750	NVP-TAE684	MCF7	24	4
6751	NVP-TAE684	MCF7	6	4
6752	NVP-TAE684	MDAMB231	24	4
6753	NVP-TAE684	MDAMB231	6	4
6754	NVP-TAE684	SKBR3	24	4
6755	NVP-TAE684	SKBR3	6	4
6756	ON-01910	BT20	24	4
6757	ON-01910	BT20	6	4
6758	ON-01910	HS578T	24	4
6759	ON-01910	HS578T	6	4
6760	ON-01910	MCF10A	24	4
6761	ON-01910	MCF10A	6	4
6762	ON-01910	MCF7	24	4
6763	ON-01910	MCF7	6	4
6764	ON-01910	MDAMB231	24	4
6765	ON-01910	MDAMB231	6	4
6766	ON-01910	SKBR3	24	4
6767	ON-01910	SKBR3	6	4
6768	ORM2	VCAP	4	2
6769	OSI-027	BT20	24	4
6770	OSI-027	BT20	6	4
6771	OSI-027	HS578T	24	4
6772	OSI-027	HS578T	6	4
6773	OSI-027	MCF10A	24	4
6774	OSI-027	MCF10A	6	4
6775	OSI-027	MCF7	24	4
6776	OSI-027	MCF7	6	4
6777	OSI-027	MDAMB231	24	4
6778	OSI-027	MDAMB231	6	4
6779	OSI-027	SKBR3	24	4
6780	OSI-027	SKBR3	6	4
6781	OSI-930	BT20	24	4
6782	OSI-930	BT20	6	4
6783	OSI-930	HS578T	24	4
6784	OSI-930	HS578T	6	4
6785	OSI-930	MCF10A	24	4
6786	OSI-930	MCF10A	6	4
6787	OSI-930	MCF7	24	4
6788	OSI-930	MCF7	6	4
6789	OSI-930	MDAMB231	24	4
6790	OSI-930	MDAMB231	6	4
6791	OSI-930	SKBR3	24	4
6792	OSI-930	SKBR3	6	4
6793	OSM	VCAP	4	2
6794	OXT	VCAP	4	2
6795	PAX3	HEK293T	48	2
6796	PCI-34051	A375	24	6
6797	PCI-34051	A549	24	6
6798	PCI-34051	HA1E	24	13
6799	PCI-34051	HA1E	6	8
6800	PCI-34051	HCC515	24	6
6801	PCI-34051	HEPG2	24	6
6802	PCI-34051	HT29	24	6
6803	PCI-34051	MCF7	24	13
6804	PCI-34051	MCF7	6	8
6805	PCI-34051	PC3	24	13
6806	PCI-34051	PC3	6	8
6807	PD-0325901	BT20	24	4
6808	PD-0325901	BT20	6	4
6809	PD-0325901	HS578T	24	4
6810	PD-0325901	HS578T	6	4
6811	PD-0325901	MCF10A	24	4
6812	PD-0325901	MCF10A	6	4
6813	PD-0325901	MCF7	24	4
6814	PD-0325901	MCF7	6	4
6815	PD-0325901	MDAMB231	24	4
6816	PD-0325901	MDAMB231	6	4
6817	PD-0325901	SKBR3	24	4
6818	PD-0325901	SKBR3	6	4
6819	PD-173074	BT20	24	4
6820	PD-173074	BT20	6	4
6821	PD-173074	HS578T	24	4
6822	PD-173074	HS578T	6	4
6823	PD-173074	MCF10A	24	4
6824	PD-173074	MCF10A	6	4
6825	PD-173074	MCF7	24	4
6826	PD-173074	MCF7	6	4
6827	PD-173074	MDAMB231	24	4
6828	PD-173074	MDAMB231	6	4
6829	PD-173074	SKBR3	24	4
6830	PD-173074	SKBR3	6	4
6831	PD-184352	BT20	24	4
6832	PD-184352	BT20	6	4
6833	PD-184352	HS578T	24	4
6834	PD-184352	HS578T	6	4
6835	PD-184352	MCF10A	24	4
6836	PD-184352	MCF10A	6	4
6837	PD-184352	MCF7	24	4
6838	PD-184352	MCF7	6	4
6839	PD-184352	MDAMB231	24	4
6840	PD-184352	MDAMB231	6	4
6841	PD-184352	SKBR3	24	4
6842	PD-184352	SKBR3	6	4
6843	PD-407824	MCF7	24	4
6844	PD-407824	MCF7	6	4
6845	PD-98059	HEPG2	24	2
6846	PD-98059	HEPG2	6	3
6847	PD-98059	HUH7	24	2
6848	PD-98059	HUH7	6	2
6849	PD-98059	PHH	24	3
6850	PD-98059	PHH	6	2
6851	PDGFB	VCAP	4	2
6852	PDGFBB	BT20	1	2
6853	PDGFBB	BT20	24	2
6854	PDGFBB	BT20	3	2
6855	PDGFBB	BT20	6	2
6856	PDGFBB	HS578T	1	2
6857	PDGFBB	HS578T	24	2
6858	PDGFBB	HS578T	3	2
6859	PDGFBB	HS578T	6	2
6860	PDGFBB	MCF10A	1	2
6861	PDGFBB	MCF10A	24	2
6862	PDGFBB	MCF10A	3	2
6863	PDGFBB	MCF10A	6	2
6864	PDGFBB	MCF7	1	2
6865	PDGFBB	MCF7	24	2
6866	PDGFBB	MCF7	3	2
6867	PDGFBB	MCF7	6	2
6868	PDGFBB	MDAMB231	1	2
6869	PDGFBB	MDAMB231	24	2
6870	PDGFBB	MDAMB231	3	2
6871	PDGFBB	MDAMB231	6	2
6872	PDGFBB	SKBR3	1	2
6873	PDGFBB	SKBR3	24	2
6874	PDGFBB	SKBR3	3	2
6875	PDGFBB	SKBR3	6	2
6876	PDGFC	VCAP	4	2
6877	PF-04217903	A549	24	10
6878	PF-04217903	A549	6	10
6879	PF-04217903	BT20	24	4
