	drug	cell line	time point	drug dose	count
19553	MET	HEK293T	48	150.0	96
19554	MET	HEK293T	48	200.0	8
19555	MG-132	A549	24	0.0015999999595799998	3
19556	MG-132	A549	24	0.00480000022799	3
19557	MG-132	A549	24	0.0143999997526	3
19558	MG-132	A549	24	0.043299999088	3
19559	MG-132	A549	24	0.129700005054	3
19560	MG-132	A549	24	0.3894000053410001	3
19561	MG-132	A549	24	1.16809999943	3
19562	MG-132	A549	24	10.0	3
19563	MG-132	A549	24	10.5125999451	3
19564	MG-132	A549	24	3.50419998169	3
19565	MG-132	A549	6	0.0015999999595799998	3
19566	MG-132	A549	6	0.00480000022799	3
19567	MG-132	A549	6	0.0143999997526	3
19568	MG-132	A549	6	0.043299999088	3
19569	MG-132	A549	6	0.129700005054	3
19570	MG-132	A549	6	0.3894000053410001	3
19571	MG-132	A549	6	1.16809999943	3
19572	MG-132	A549	6	10.0	3
19573	MG-132	A549	6	10.5125999451	3
19574	MG-132	A549	6	3.50419998169	3
19575	MG-132	MCF7	24	0.0015999999595799998	3
19576	MG-132	MCF7	24	0.00480000022799	3
19577	MG-132	MCF7	24	0.0143999997526	3
19578	MG-132	MCF7	24	0.043299999088	3
19579	MG-132	MCF7	24	0.129700005054	3
19580	MG-132	MCF7	24	0.3704	3
19581	MG-132	MCF7	24	0.3894000053410001	3
19582	MG-132	MCF7	24	1.1111	3
19583	MG-132	MCF7	24	1.16809999943	3
19584	MG-132	MCF7	24	10.0	6
19585	MG-132	MCF7	24	10.5125999451	3
19586	MG-132	MCF7	24	3.3333	3
19587	MG-132	MCF7	24	3.50419998169	3
19588	MG-132	MCF7	6	0.0015999999595799998	4
19589	MG-132	MCF7	6	0.00480000022799	4
19590	MG-132	MCF7	6	0.0143999997526	4
19591	MG-132	MCF7	6	0.043299999088	4
19592	MG-132	MCF7	6	0.129700005054	4
19593	MG-132	MCF7	6	0.3704	3
19594	MG-132	MCF7	6	0.3894000053410001	4
19595	MG-132	MCF7	6	1.1111	3
19596	MG-132	MCF7	6	1.16809999943	4
19597	MG-132	MCF7	6	10.0	7
19598	MG-132	MCF7	6	10.5125999451	4
19599	MG-132	MCF7	6	3.3333	3
19600	MG-132	MCF7	6	3.50419998169	4
19601	MG-132	NKDBA	24	0.3704	4
19602	MG-132	NKDBA	24	1.1111	4
19603	MG-132	NKDBA	24	10.0	3
19604	MG-132	NKDBA	24	3.3333	4
19605	MGCD-265	BT20	24	0.08	3
19606	MGCD-265	BT20	24	0.4	3
19607	MGCD-265	BT20	24	10.0	3
19608	MGCD-265	BT20	24	2.0	3
19609	MGCD-265	BT20	6	0.08	3
19610	MGCD-265	BT20	6	0.4	3
19611	MGCD-265	BT20	6	10.0	3
19612	MGCD-265	BT20	6	2.0	3
19613	MGCD-265	HS578T	24	0.08	3
19614	MGCD-265	HS578T	24	0.4	3
19615	MGCD-265	HS578T	24	10.0	3
19616	MGCD-265	HS578T	24	2.0	3
19617	MGCD-265	HS578T	6	0.08	3
19618	MGCD-265	HS578T	6	0.4	3
19619	MGCD-265	HS578T	6	10.0	3
19620	MGCD-265	HS578T	6	2.0	3
19621	MGCD-265	MCF10A	24	0.08	2
19622	MGCD-265	MCF10A	24	0.4	2
19623	MGCD-265	MCF10A	24	10.0	2
19624	MGCD-265	MCF10A	24	2.0	2
19625	MGCD-265	MCF10A	6	0.08	3
19626	MGCD-265	MCF10A	6	0.4	3
19627	MGCD-265	MCF10A	6	10.0	2
19628	MGCD-265	MCF10A	6	2.0	3
19629	MGCD-265	MCF7	24	0.08	2
19630	MGCD-265	MCF7	24	0.4	2
19631	MGCD-265	MCF7	24	10.0	2
19632	MGCD-265	MCF7	24	2.0	2
19633	MGCD-265	MCF7	6	0.08	3
19634	MGCD-265	MCF7	6	0.4	3
19635	MGCD-265	MCF7	6	10.0	3
19636	MGCD-265	MCF7	6	2.0	3
19637	MGCD-265	MDAMB231	24	0.08	3
19638	MGCD-265	MDAMB231	24	0.4	3
19639	MGCD-265	MDAMB231	24	10.0	3
19640	MGCD-265	MDAMB231	24	2.0	3
19641	MGCD-265	MDAMB231	6	0.08	3
19642	MGCD-265	MDAMB231	6	0.4	3
19643	MGCD-265	MDAMB231	6	10.0	3
19644	MGCD-265	MDAMB231	6	2.0	3
19645	MGCD-265	SKBR3	24	0.08	3
19646	MGCD-265	SKBR3	24	0.4	3
19647	MGCD-265	SKBR3	24	10.0	3
19648	MGCD-265	SKBR3	24	2.0	3
19649	MGCD-265	SKBR3	6	0.08	3
19650	MGCD-265	SKBR3	6	0.4	3
19651	MGCD-265	SKBR3	6	10.0	3
19652	MGCD-265	SKBR3	6	2.0	3
19653	MIA	VCAP	4	100.0	1
19654	MIA	VCAP	4	100.000000	2
19655	MITF	HEK293T	48	200.0	3
19656	MITF	HEK293T	48	300.0	8
19657	MK-1775	BT20	24	0.08	3
19658	MK-1775	BT20	24	0.4	2
19659	MK-1775	BT20	24	10.0	3
19660	MK-1775	BT20	24	2.0	3
19661	MK-1775	BT20	6	0.08	3
19662	MK-1775	BT20	6	0.4	3
19663	MK-1775	BT20	6	10.0	3
19664	MK-1775	BT20	6	2.0	3
19665	MK-1775	HS578T	24	0.08	3
19666	MK-1775	HS578T	24	0.4	3
19667	MK-1775	HS578T	24	10.0	3
19668	MK-1775	HS578T	24	2.0	3
19669	MK-1775	HS578T	6	0.08	3
19670	MK-1775	HS578T	6	0.4	3
19671	MK-1775	HS578T	6	10.0	3
19672	MK-1775	HS578T	6	2.0	3
19673	MK-1775	MCF10A	24	0.08	2
19674	MK-1775	MCF10A	24	0.4	2
19675	MK-1775	MCF10A	24	10.0	2
19676	MK-1775	MCF10A	24	2.0	2
19677	MK-1775	MCF10A	6	0.08	3
19678	MK-1775	MCF10A	6	0.4	3
19679	MK-1775	MCF10A	6	10.0	3
19680	MK-1775	MCF10A	6	2.0	3
19681	MK-1775	MCF7	24	0.08	2
19682	MK-1775	MCF7	24	0.4	2
19683	MK-1775	MCF7	24	10.0	8
19684	MK-1775	MCF7	24	2.0	2
19685	MK-1775	MCF7	6	0.08	3
19686	MK-1775	MCF7	6	0.4	3
19687	MK-1775	MCF7	6	10.0	8
19688	MK-1775	MCF7	6	2.0	3
19689	MK-1775	MDAMB231	24	0.08	3
19690	MK-1775	MDAMB231	24	0.4	3
19691	MK-1775	MDAMB231	24	10.0	3
19692	MK-1775	MDAMB231	24	2.0	3
19693	MK-1775	MDAMB231	6	0.08	3
19694	MK-1775	MDAMB231	6	0.4	3
19695	MK-1775	MDAMB231	6	10.0	3
19696	MK-1775	MDAMB231	6	2.0	3
19697	MK-1775	SKBR3	24	0.08	3
19698	MK-1775	SKBR3	24	0.4	3
19699	MK-1775	SKBR3	24	10.0	3
19700	MK-1775	SKBR3	24	2.0	3
19701	MK-1775	SKBR3	6	0.08	3
19702	MK-1775	SKBR3	6	0.4	3
19703	MK-1775	SKBR3	6	10.0	3
19704	MK-1775	SKBR3	6	2.0	3
19705	MK-2206	BT20	24	0.08	4
19706	MK-2206	BT20	24	0.4	4
19707	MK-2206	BT20	24	10.0	4
19708	MK-2206	BT20	24	2.0	4
19709	MK-2206	BT20	6	0.08	4
19710	MK-2206	BT20	6	0.4	4
19711	MK-2206	BT20	6	10.0	4
19712	MK-2206	BT20	6	2.0	4
19713	MK-2206	HS578T	24	0.08	3
19714	MK-2206	HS578T	24	0.4	3
19715	MK-2206	HS578T	24	10.0	3
19716	MK-2206	HS578T	24	2.0	3
19717	MK-2206	HS578T	6	0.08	3
19718	MK-2206	HS578T	6	0.4	3
19719	MK-2206	HS578T	6	10.0	3
19720	MK-2206	HS578T	6	2.0	3
19721	MK-2206	MCF10A	24	0.08	4
19722	MK-2206	MCF10A	24	0.4	4
19723	MK-2206	MCF10A	24	10.0	4
19724	MK-2206	MCF10A	24	2.0	4
19725	MK-2206	MCF10A	6	0.08	4
19726	MK-2206	MCF10A	6	0.4	4
19727	MK-2206	MCF10A	6	10.0	4
19728	MK-2206	MCF10A	6	2.0	4
19729	MK-2206	MCF7	24	0.08	2
19730	MK-2206	MCF7	24	0.4	2
19731	MK-2206	MCF7	24	10.0	8
19732	MK-2206	MCF7	24	2.0	2
19733	MK-2206	MCF7	6	0.08	4
19734	MK-2206	MCF7	6	0.4	4
19735	MK-2206	MCF7	6	10.0	9
19736	MK-2206	MCF7	6	2.0	4
19737	MK-2206	MDAMB231	24	0.08	4
19738	MK-2206	MDAMB231	24	0.4	4
19739	MK-2206	MDAMB231	24	10.0	4
19740	MK-2206	MDAMB231	24	2.0	4
19741	MK-2206	MDAMB231	6	0.08	4
19742	MK-2206	MDAMB231	6	0.4	4
19743	MK-2206	MDAMB231	6	10.0	4
19744	MK-2206	MDAMB231	6	2.0	4
19745	MK-2206	SKBR3	24	0.08	5
19746	MK-2206	SKBR3	24	0.4	5
19747	MK-2206	SKBR3	24	10.0	5
19748	MK-2206	SKBR3	24	2.0	5
19749	MK-2206	SKBR3	6	0.08	4
19750	MK-2206	SKBR3	6	0.4	4
19751	MK-2206	SKBR3	6	10.0	4
19752	MK-2206	SKBR3	6	2.0	4
19753	MK-5108	A375	24	0.0399999991059	2
19754	MK-5108	A375	24	0.119999997318	3
19755	MK-5108	A375	24	0.37000000476800005	3
19756	MK-5108	A375	24	1.1100000143100002	3
19757	MK-5108	A375	24	10.0	3
19758	MK-5108	A375	24	3.32999992371	3
19759	MK-5108	A549	24	0.0399999991059	2
19760	MK-5108	A549	24	0.119999997318	3
19761	MK-5108	A549	24	0.3700000047680001	3
19762	MK-5108	A549	24	1.1100000143100002	3
19763	MK-5108	A549	24	10.0	3
19764	MK-5108	A549	24	3.32999992371	3
19765	MK-5108	HA1E	24	0.0399999991059	2
19766	MK-5108	HA1E	24	0.119999997318	3
19767	MK-5108	HA1E	24	0.3700000047680001	3
19768	MK-5108	HA1E	24	1.1100000143100002	3
19769	MK-5108	HA1E	24	10.0	3
19770	MK-5108	HA1E	24	3.32999992371	3
19771	MK-5108	HCC515	24	0.119999997318	3
19772	MK-5108	HCC515	24	0.3700000047680001	3
19773	MK-5108	HCC515	24	1.1100000143100002	3
19774	MK-5108	HCC515	24	10.0	3
19775	MK-5108	HCC515	24	3.32999992371	3
19776	MK-5108	HEPG2	24	0.0399999991059	1
19777	MK-5108	HEPG2	24	0.119999997318	3
19778	MK-5108	HEPG2	24	0.3700000047680001	3
19779	MK-5108	HEPG2	24	1.1100000143100002	3
19780	MK-5108	HEPG2	24	10.0	3
19781	MK-5108	HEPG2	24	3.32999992371	3
19782	MK-5108	HT29	24	0.0399999991059	1
19783	MK-5108	HT29	24	0.119999997318	3
19784	MK-5108	HT29	24	0.3700000047680001	3
19785	MK-5108	HT29	24	1.1100000143100002	3
19786	MK-5108	HT29	24	10.0	3
19787	MK-5108	HT29	24	3.32999992371	3
19788	MK-5108	MCF7	24	0.0399999991059	3
19789	MK-5108	MCF7	24	0.119999997318	3
19790	MK-5108	MCF7	24	0.3700000047680001	3
19791	MK-5108	MCF7	24	1.1100000143100002	3
19792	MK-5108	MCF7	24	10.0	3
19793	MK-5108	MCF7	24	3.32999992371	3
19794	MK-5108	PC3	24	0.0399999991059	2
19795	MK-5108	PC3	24	0.119999997318	3
19796	MK-5108	PC3	24	0.3700000047680001	3
19797	MK-5108	PC3	24	1.1100000143100002	3
19798	MK-5108	PC3	24	10.0	3
19799	MK-5108	PC3	24	3.32999992371	3
19800	MLN-8054	A375	24	0.156	4
19801	MLN-8054	A375	24	0.312	4
19802	MLN-8054	A375	24	0.625	4
19803	MLN-8054	A375	24	1.25	4
19804	MLN-8054	A375	24	10.0	3
19805	MLN-8054	A375	24	2.5	4
19806	MLN-8054	A375	24	5.0	4
19807	MLN-8054	A375	6	0.156	4
19808	MLN-8054	A375	6	0.312	4
19809	MLN-8054	A375	6	0.625	4
19810	MLN-8054	A375	6	1.25	4
19811	MLN-8054	A375	6	10.0	7
19812	MLN-8054	A375	6	2.5	4
19813	MLN-8054	A375	6	5.0	4
19814	MLN-8054	BT20	24	0.08	4
19815	MLN-8054	BT20	24	0.4	4
19816	MLN-8054	BT20	24	10.0	4
19817	MLN-8054	BT20	24	2.0	4
19818	MLN-8054	BT20	6	0.08	4
19819	MLN-8054	BT20	6	0.4	4
19820	MLN-8054	BT20	6	10.0	4
19821	MLN-8054	BT20	6	2.0	4
19822	MLN-8054	HS578T	24	0.08	3
19823	MLN-8054	HS578T	24	0.4	3
19824	MLN-8054	HS578T	24	10.0	3
19825	MLN-8054	HS578T	24	2.0	3
19826	MLN-8054	HS578T	6	0.08	3
19827	MLN-8054	HS578T	6	0.4	3
19828	MLN-8054	HS578T	6	10.0	3
19829	MLN-8054	HS578T	6	2.0	3
19830	MLN-8054	MCF10A	24	0.08	4
19831	MLN-8054	MCF10A	24	0.4	4
19832	MLN-8054	MCF10A	24	10.0	4
19833	MLN-8054	MCF10A	24	2.0	4
19834	MLN-8054	MCF10A	6	0.08	4
19835	MLN-8054	MCF10A	6	0.4	4
19836	MLN-8054	MCF10A	6	10.0	4
19837	MLN-8054	MCF10A	6	2.0	4
19838	MLN-8054	MCF7	24	0.08	2
19839	MLN-8054	MCF7	24	0.156	3
19840	MLN-8054	MCF7	24	0.312	3
19841	MLN-8054	MCF7	24	0.4	2
19842	MLN-8054	MCF7	24	0.625	4
19843	MLN-8054	MCF7	24	1.25	4
19844	MLN-8054	MCF7	24	10.0	8
19845	MLN-8054	MCF7	24	2.0	2
19846	MLN-8054	MCF7	24	2.5	4
19847	MLN-8054	MCF7	24	5.0	3
19848	MLN-8054	MCF7	6	0.08	4
19849	MLN-8054	MCF7	6	0.156	4
19850	MLN-8054	MCF7	6	0.312	4
19851	MLN-8054	MCF7	6	0.4	4
19852	MLN-8054	MCF7	6	0.625	4
19853	MLN-8054	MCF7	6	1.25	4
19854	MLN-8054	MCF7	6	10.0	14
19855	MLN-8054	MCF7	6	2.0	4
19856	MLN-8054	MCF7	6	2.5	4
19857	MLN-8054	MCF7	6	5.0	4
19858	MLN-8054	MDAMB231	24	0.08	4
19859	MLN-8054	MDAMB231	24	0.4	4
19860	MLN-8054	MDAMB231	24	10.0	4
19861	MLN-8054	MDAMB231	24	2.0	4
19862	MLN-8054	MDAMB231	6	0.08	4
19863	MLN-8054	MDAMB231	6	0.4	4
19864	MLN-8054	MDAMB231	6	10.0	4
19865	MLN-8054	MDAMB231	6	2.0	4
19866	MLN-8054	PC3	24	0.156	4
19867	MLN-8054	PC3	24	0.312	4
19868	MLN-8054	PC3	24	0.625	4
19869	MLN-8054	PC3	24	1.25	4
19870	MLN-8054	PC3	24	10.0	9
19871	MLN-8054	PC3	24	2.5	4
19872	MLN-8054	PC3	24	5.0	4
19873	MLN-8054	PC3	6	0.156	4
19874	MLN-8054	PC3	6	0.312	4
19875	MLN-8054	PC3	6	0.625	4
19876	MLN-8054	PC3	6	1.25	4
19877	MLN-8054	PC3	6	10.0	7
19878	MLN-8054	PC3	6	2.5	4
19879	MLN-8054	PC3	6	5.0	4
19880	MLN-8054	SKBR3	24	0.08	5
19881	MLN-8054	SKBR3	24	0.4	5
19882	MLN-8054	SKBR3	24	10.0	5
19883	MLN-8054	SKBR3	24	2.0	5
19884	MLN-8054	SKBR3	6	0.08	4
19885	MLN-8054	SKBR3	6	0.4	3
19886	MLN-8054	SKBR3	6	10.0	4
19887	MLN-8054	SKBR3	6	2.0	4
19888	MMP12	VCAP	4	5.0	1
19889	MMP12	VCAP	4	5.000000	2
19890	MMP7	VCAP	4	1.0	1
19891	MMP7	VCAP	4	1.000000	2
19892	MRE-269	CD34	24	0.37037	2
19893	MRE-269	CD34	24	1.11111	2
19894	MRE-269	CD34	24	10.0	2
19895	MRE-269	CD34	24	3.33333	2
19896	MRE-269	CD34	6	0.37037	3
19897	MRE-269	CD34	6	1.11111	3
19898	MRE-269	CD34	6	10.0	3
19899	MRE-269	CD34	6	3.33333	3
19900	MRE-269	HL60	24	0.37037	6
19901	MRE-269	HL60	24	1.11111	6
19902	MRE-269	HL60	24	10.0	6
19903	MRE-269	HL60	24	3.33333	6
19904	MRE-269	HL60	6	0.37037	6
19905	MRE-269	HL60	6	1.11111	6
19906	MRE-269	HL60	6	10.0	5
19907	MRE-269	HL60	6	3.33333	6
19908	MRE-269	PC3	6	0.370370	3
19909	MRE-269	PC3	6	1.111110	3
19910	MRE-269	PC3	6	10.000000	3
19911	MRE-269	PC3	6	3.333330	3
19912	MRE-269	U937	24	0.370370	2
19913	MRE-269	U937	24	1.111110	2
19914	MRE-269	U937	24	10.000000	2
19915	MRE-269	U937	24	3.333330	2
19916	MRE-269	U937	6	0.370370	3
19917	MRE-269	U937	6	1.111110	3
19918	MRE-269	U937	6	10.000000	3
19919	MRE-269	U937	6	3.333330	3
19920	MSMB	VCAP	4	1000.0	1
19921	MSMB	VCAP	4	1000.000000	2
19922	MSP	BT20	1	1.0	9
19923	MSP	BT20	1	100.0	9
19924	MSP	BT20	24	1.0	10
19925	MSP	BT20	24	100.0	10
19926	MSP	BT20	3	1.0	10
19927	MSP	BT20	3	100.0	10
19928	MSP	BT20	6	1.0	8
19929	MSP	BT20	6	100.0	3
19930	MSP	HS578T	1	1.0	9
19931	MSP	HS578T	1	100.0	9
19932	MSP	HS578T	24	1.0	9
19933	MSP	HS578T	24	100.0	9
19934	MSP	HS578T	3	1.0	10
19935	MSP	HS578T	3	100.0	10
19936	MSP	HS578T	6	1.0	1
19937	MSP	HS578T	6	100.0	1
19938	MSP	MCF10A	1	1.0	8
19939	MSP	MCF10A	1	100.0	7
19940	MSP	MCF10A	24	1.0	10
19941	MSP	MCF10A	24	100.0	9
19942	MSP	MCF10A	3	1.0	4
19943	MSP	MCF10A	3	100.0	4
19944	MSP	MCF10A	6	1.0	8
19945	MSP	MCF10A	6	100.0	7
19946	MSP	MCF7	1	1.0	9
19947	MSP	MCF7	1	100.0	9
19948	MSP	MCF7	24	1.0	10
19949	MSP	MCF7	24	100.0	10
19950	MSP	MCF7	3	1.0	10
19951	MSP	MCF7	3	100.0	10
19952	MSP	MCF7	6	1.0	8
19953	MSP	MCF7	6	100.0	7
19954	MSP	MDAMB231	1	1.0	9
19955	MSP	MDAMB231	1	100.0	9
19956	MSP	MDAMB231	24	1.0	10
19957	MSP	MDAMB231	24	100.0	10
19958	MSP	MDAMB231	3	1.0	10
19959	MSP	MDAMB231	3	100.0	10
19960	MSP	MDAMB231	6	1.0	1
19961	MSP	MDAMB231	6	100.0	1
19962	MSP	SKBR3	1	1.0	9
19963	MSP	SKBR3	1	100.0	9
19964	MSP	SKBR3	24	1.0	10
19965	MSP	SKBR3	24	100.0	10
19966	MSP	SKBR3	3	1.0	4
19967	MSP	SKBR3	3	100.0	4
19968	MSP	SKBR3	6	1.0	7
19969	MSP	SKBR3	6	100.0	8
19970	MSTN	VCAP	4	100.0	1
19971	MSTN	VCAP	4	100.000000	2
19972	MTOR	HEK293T	48	150.0	64
19973	MTOR	HEK293T	48	200.0	4
19974	MW-MITF24	A549	6	0.0015	3
19975	MW-MITF24	A549	6	0.0046	3
19976	MW-MITF24	A549	6	0.0137	3
19977	MW-MITF24	A549	6	0.0412	3
19978	MW-MITF24	A549	6	0.1235	3
19979	MW-MITF24	A549	6	0.3704	3
19980	MW-MITF24	A549	6	1.1111	3
19981	MW-MITF24	A549	6	10.0	3
19982	MW-MITF24	A549	6	3.3333	3
19983	MW-MITF24	HCC515	6	0.0015	3
19984	MW-MITF24	HCC515	6	0.0046	3
19985	MW-MITF24	HCC515	6	0.0137	3
19986	MW-MITF24	HCC515	6	0.0412	3
19987	MW-MITF24	HCC515	6	0.1235	3
19988	MW-MITF24	HCC515	6	0.3704	3
19989	MW-MITF24	HCC515	6	1.1111	3
19990	MW-MITF24	HCC515	6	10.0	3
19991	MW-MITF24	HCC515	6	3.3333	3
19992	MW-MITF24	MCF7	24	0.0015	1
19993	MW-MITF24	MCF7	24	0.0046	1
19994	MW-MITF24	MCF7	24	0.0137	1
19995	MW-MITF24	MCF7	24	0.0412	1
19996	MW-MITF24	MCF7	24	0.1235	1
19997	MW-MITF24	MCF7	24	0.3704	1
19998	MW-MITF24	MCF7	24	1.1111	1
19999	MW-MITF24	MCF7	24	10.0	1
20000	MW-MITF24	MCF7	24	3.3333	1
20001	MW-MITF24	MCF7	6	0.0015	2
20002	MW-MITF24	MCF7	6	0.0046	2
20003	MW-MITF24	MCF7	6	0.0137	2
20004	MW-MITF24	MCF7	6	0.0412	2
20005	MW-MITF24	MCF7	6	0.1235	2
20006	MW-MITF24	MCF7	6	0.3704	2
20007	MW-MITF24	MCF7	6	1.1111	2
20008	MW-MITF24	MCF7	6	10.0	2
20009	MW-MITF24	MCF7	6	3.3333	2
20010	MW-MITF24	PC3	24	0.0015	1
20011	MW-MITF24	PC3	24	0.0046	1
20012	MW-MITF24	PC3	24	0.0137	1
20013	MW-MITF24	PC3	24	0.0412	1
20014	MW-MITF24	PC3	24	0.1235	1
20015	MW-MITF24	PC3	24	0.3704	1
20016	MW-MITF24	PC3	24	1.1111	1
20017	MW-MITF24	PC3	24	10.0	1
20018	MW-MITF24	PC3	24	3.3333	1
20019	MW-MITF24	PC3	6	0.0015	2
20020	MW-MITF24	PC3	6	0.0046	1
20021	MW-MITF24	PC3	6	0.0137	2
20022	MW-MITF24	PC3	6	0.0412	2
20023	MW-MITF24	PC3	6	0.1235	2
20024	MW-MITF24	PC3	6	0.3704	2
20025	MW-MITF24	PC3	6	1.1111	2
20026	MW-MITF24	PC3	6	10.0	2
20027	MW-MITF24	PC3	6	3.3333	1
20028	MW-SHH-151	A375	24	0.16	18
20029	MW-SHH-151	A375	24	0.63	18
20030	MW-SHH-151	A375	24	10.0	18
20031	MW-SHH-151	A375	24	2.5	18
20032	MW-SHH-151	A375	6	0.159999996424	9
20033	MW-SHH-151	A375	6	0.629999995232	9
20034	MW-SHH-151	A375	6	10.0	9
20035	MW-SHH-151	A375	6	2.5	9
20036	MW-SHH-151	A549	24	0.16	9
20037	MW-SHH-151	A549	24	0.63	9
20038	MW-SHH-151	A549	24	10.0	9
20039	MW-SHH-151	A549	24	2.5	9
20040	MW-SHH-151	A549	6	0.159999996424	9
20041	MW-SHH-151	A549	6	0.3700000047680001	3
20042	MW-SHH-151	A549	6	0.629999995232	9
20043	MW-SHH-151	A549	6	1.1100000143100002	3
20044	MW-SHH-151	A549	6	10.0	12
20045	MW-SHH-151	A549	6	2.5	9
20046	MW-SHH-151	A549	6	3.32999992371	3
20047	MW-SHH-151	HA1E	24	0.16	6
20048	MW-SHH-151	HA1E	24	0.3700000047680001	3
20049	MW-SHH-151	HA1E	24	0.63	6
20050	MW-SHH-151	HA1E	24	1.1100000143100002	3
20051	MW-SHH-151	HA1E	24	10.0	9
20052	MW-SHH-151	HA1E	24	2.5	6
20053	MW-SHH-151	HA1E	24	3.32999992371	3
20054	MW-SHH-151	HA1E	6	0.159999996424	6
20055	MW-SHH-151	HA1E	6	0.629999995232	6
20056	MW-SHH-151	HA1E	6	10.0	6
20057	MW-SHH-151	HA1E	6	2.5	6
20058	MW-SHH-151	HCC515	24	0.16	9
20059	MW-SHH-151	HCC515	24	0.63	9
20060	MW-SHH-151	HCC515	24	10.0	9
20061	MW-SHH-151	HCC515	24	2.5	9
20062	MW-SHH-151	HCC515	6	0.16	9
20063	MW-SHH-151	HCC515	6	0.63	9
20064	MW-SHH-151	HCC515	6	10.0	9
20065	MW-SHH-151	HCC515	6	2.5	9
20066	MW-SHH-151	HEPG2	24	0.16	9
20067	MW-SHH-151	HEPG2	24	0.63	9
20068	MW-SHH-151	HEPG2	24	10.0	9
20069	MW-SHH-151	HEPG2	24	2.5	9
20070	MW-SHH-151	HEPG2	6	0.3700000047680001	9
20071	MW-SHH-151	HEPG2	6	1.1100000143100002	9
20072	MW-SHH-151	HEPG2	6	10.0	9
20073	MW-SHH-151	HEPG2	6	3.32999992371	8
20074	MW-SHH-151	HT29	24	0.160000	9
20075	MW-SHH-151	HT29	24	0.3700000047680001	3
20076	MW-SHH-151	HT29	24	0.630000	9
20077	MW-SHH-151	HT29	24	1.1100000143100002	3
20078	MW-SHH-151	HT29	24	10.0	3
20079	MW-SHH-151	HT29	24	10.000000	9
20080	MW-SHH-151	HT29	24	2.500000	9
20081	MW-SHH-151	HT29	24	3.32999992371	3
20082	MW-SHH-151	HT29	6	0.159999996424	9
20083	MW-SHH-151	HT29	6	0.629999995232	9
20084	MW-SHH-151	HT29	6	10.0	9
20085	MW-SHH-151	HT29	6	2.5	9
20086	MW-SHH-151	JURKAT	24	0.160000	3
20087	MW-SHH-151	JURKAT	24	0.370000	3
20088	MW-SHH-151	JURKAT	24	0.3700000047680001	3
20089	MW-SHH-151	JURKAT	24	0.630000	3
20090	MW-SHH-151	JURKAT	24	1.110000	3
20091	MW-SHH-151	JURKAT	24	1.1100000143100002	3
20092	MW-SHH-151	JURKAT	24	10.0	3
20093	MW-SHH-151	JURKAT	24	10.000000	6
20094	MW-SHH-151	JURKAT	24	2.500000	3
20095	MW-SHH-151	JURKAT	24	3.32999992371	3
20096	MW-SHH-151	JURKAT	24	3.330000	3
20097	MW-SHH-151	JURKAT	6	0.160000	6
20098	MW-SHH-151	JURKAT	6	0.3700000047680001	3
20099	MW-SHH-151	JURKAT	6	0.630000	6
20100	MW-SHH-151	JURKAT	6	1.1100000143100002	3
20101	MW-SHH-151	JURKAT	6	10.0	3
20102	MW-SHH-151	JURKAT	6	10.000000	6
20103	MW-SHH-151	JURKAT	6	2.500000	6
20104	MW-SHH-151	JURKAT	6	3.32999992371	3
20105	MW-SHH-151	MCF7	24	0.16	3
20106	MW-SHH-151	MCF7	24	0.63	3
20107	MW-SHH-151	MCF7	24	10.0	3
20108	MW-SHH-151	MCF7	24	2.5	2
20109	MW-SHH-151	MCF7	6	0.159999996424	9
20110	MW-SHH-151	MCF7	6	0.3700000047680001	3
20111	MW-SHH-151	MCF7	6	0.629999995232	8
20112	MW-SHH-151	MCF7	6	1.1100000143100002	3
20113	MW-SHH-151	MCF7	6	10.0	11
20114	MW-SHH-151	MCF7	6	2.5	9
20115	MW-SHH-151	MCF7	6	3.32999992371	3
20116	MW-SHH-151	PC3	24	0.159999996424	3
20117	MW-SHH-151	PC3	24	0.160000	8
20118	MW-SHH-151	PC3	24	0.629999995232	3
20119	MW-SHH-151	PC3	24	0.630000	9
20120	MW-SHH-151	PC3	24	10.0	3
20121	MW-SHH-151	PC3	24	10.000000	9
20122	MW-SHH-151	PC3	24	2.5	3
20123	MW-SHH-151	PC3	24	2.500000	9
20124	MW-SHH-151	PC3	6	0.159999996424	3
20125	MW-SHH-151	PC3	6	0.3700000047680001	8
20126	MW-SHH-151	PC3	6	0.629999995232	3
20127	MW-SHH-151	PC3	6	1.1100000143100002	8
20128	MW-SHH-151	PC3	6	10.0	11
20129	MW-SHH-151	PC3	6	2.5	3
20130	MW-SHH-151	PC3	6	3.32999992371	9
20131	MW-SHH-151	U266	24	0.3700000047680001	9
20132	MW-SHH-151	U266	24	1.1100000143100002	9
20133	MW-SHH-151	U266	24	10.0	9
20134	MW-SHH-151	U266	24	3.32999992371	9
20135	MW-SHH-151	U266	6	0.159999996424	9
20136	MW-SHH-151	U266	6	0.629999995232	9
20137	MW-SHH-151	U266	6	10.0	9
20138	MW-SHH-151	U266	6	2.5	7
20139	MW-SHH-250	A375	24	0.16	18
20140	MW-SHH-250	A375	24	0.63	18
20141	MW-SHH-250	A375	24	10.0	18
20142	MW-SHH-250	A375	24	2.5	18
20143	MW-SHH-250	A375	6	0.159999996424	8
20144	MW-SHH-250	A375	6	0.629999995232	9
20145	MW-SHH-250	A375	6	10.0	9
20146	MW-SHH-250	A375	6	2.5	8
20147	MW-SHH-250	A549	24	0.16	9
